text,predicted_emotion,emotion
i feel enraged by the amount of people participating for the chance to break things or those who treat it as a tourist event,anger,anger
i actually feel halfway benevolent,joy,joy
i like being in church on sundays it makes me feel more virtuous how self effacing and more settled for the week ahead,joy,joy
i am thinking is the fact because xanax slows your system down it allows you to feel very relaxed but also it might leave you with a not enough energy and motivation,anger,joy
im crashing and i feel all irritable and estrogen ish,anger,anger
i ignore this voice as well knowing by now it doesn t matter if i feel humiliated by what you request of me i like that feeling i welcome that flushed hot feeling of embarrassment that you can arouse in me,anger,sadness
i feel rotten remind me that your fruit won t spoil,sadness,sadness
i guess it could be described as me just not really feeling like i m a part of the popular bands the up and comers or the growing local band,love,joy
i am on top of my game and my fingers feel strong and loose,fear,joy
i realized that i would be sad to leave this plane so soon and that just because i am feeling unloved and rejected there is no need to transfer those feelings of sadness on to those of my children left behind who i know do love and appreciate me and their father,sadness,sadness
i can choose to tell the whole word what im feeling now or just fake it with some happy stories,sadness,sadness
i never dreamed i would be so busy so soon in the new year but i am loving it and feeling so very gracious and fortunate,love,joy
i am still feeling a tad strange in those pearly whites,fear,surprise
i feel so pathetic and useless being unable to do anything,sadness,sadness
ive been doing hour weeks and ill get paid for the extra time but i am starting to feel a bit abused they are putting a lot of pressure on me to look after both kids and do all of the cooking and cleaning,fear,sadness
i feel inside cause life is like a game sometimes but then you came around me the walls just disappeared nothing to surround me and keep me from my fears im unprotected see how ive opened up youve made me trust,fear,fear
i was feeling distracted yesterday,anger,anger
i feel so needy latley,sadness,sadness
i feel reassured by their behavior on this matter and will definitely continue to do business with them,joy,joy
i was feeling a bit jaded that day but told myself why the hell not,sadness,sadness
i feel bouncy and i could easily run out there few hours,joy,joy
i dont really care and i dont feel proud of myself at all,anger,joy
ive started feeling like almost nothing is worth getting agitated about,fear,fear
im polyamorous something im starting to feel truly accepted for being,joy,love
i feel like my room is messy if theyre open,sadness,sadness
i feel rebellious i wish i could do things legally i cant smoke drink or drive,anger,anger
i don t know what to feel as in i am not sure should i feel sad cause it is ending or should i feel glad that it is over and i can move on,anger,joy
i feel so discontent so guilty so pathetic so lonley and i hate myself for it,sadness,sadness
i do not and they see that nice words keep a heart feeling wonderful,fear,joy
i didn t feel intimidated or overwhelmed with information though,fear,fear
